Course_Name,Related_Dept,Actual_Dept,A_and_I,Arts_Practice,Statistical_Reasoning,Lab,Literary_Analysis,Humanistic_Inquiry,Social_Inquiry,Writing_Rich_1,Writing_Rich_2,Quantitative_Reasoning,Intercultural_Domestic_Studies,International_Studies
BIOL381,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL381,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL382,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL383,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL395,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL400,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL125,BIOL,BIOL,0,0,0,1,0,0,0,0,0,1,0,0
BIOL125L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL125L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL125L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL125L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL125L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL126,BIOL,BIOL,0,0,0,1,0,0,0,0,0,1,0,0
BIOL126L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL126L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL210,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL212,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL240,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL241,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL242,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL243,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL250,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL255,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,1
BIOL310,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL332,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL333,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL333,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL333,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL338,BIOL,BIOL,0,0,0,1,0,0,0,0,0,1,0,0
BIOL339,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL339,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL358,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL384,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL399,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL400,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL400,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL101,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL126,BIOL,BIOL,0,0,0,1,0,0,0,0,0,1,0,0
BIOL126L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL126L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL126L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL126L,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL234,BIOL,BIOL,0,0,0,1,0,0,0,0,0,1,0,0
BIOL235,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL240,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL241,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL241,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL342,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL343,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL352,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL353,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL354,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL374,BIOL,BIOL,0,0,0,0,0,0,0,0,1,1,0,0
BIOL385,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL386,BIOL,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
BIOL387,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
BIOL400,BIOL,BIOL,0,0,0,0,0,0,0,0,0,0,0,0
CHEM123,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM123,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM230,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM230L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM230L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM233,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM233,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM233L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM233L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM233L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM233L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM301,CHEM,CHEM,0,0,0,0,0,0,0,0,1,1,0,0
CHEM301,CHEM,CHEM,0,0,0,0,0,0,0,0,1,1,0,0
CHEM301,CHEM,CHEM,0,0,0,0,0,0,0,0,1,1,0,0
CHEM301,CHEM,CHEM,0,0,0,0,0,0,0,0,1,1,0,0
CHEM301,CHEM,CHEM,0,0,0,0,0,0,0,0,1,1,0,0
CHEM324,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM343,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM395,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
HEM122,CHEM,HEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM123,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM233,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM233L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM233L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM234,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM234L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM234L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM302,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM302,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM302,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM302,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM302,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM330,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM331,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM344,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM358,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM123,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM123L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM128,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM128L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM230,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM230L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM230L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM230L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM234,CHEM,CHEM,0,0,0,1,0,0,0,0,0,1,0,0
CHEM234L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM234L,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM306,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM306,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM320,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM321,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM321,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM351,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
HEM352,CHEM,HEM,0,0,0,0,0,0,0,0,0,1,0,0
HEM352,CHEM,HEM,0,0,0,0,0,0,0,0,0,1,0,0
HEM352,CHEM,HEM,0,0,0,0,0,0,0,0,0,1,0,0
HEM352,CHEM,HEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM354,CHEM,CHEM,0,0,0,0,0,0,0,0,0,1,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHEM400,CHEM,CHEM,0,0,0,0,0,0,0,0,0,0,0,0
CHIN101,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN101,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN204,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN280,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN360,CHIN,CHIN,0,0,0,0,1,0,0,0,0,0,0,0
CHIN102,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN102,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN205,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN205,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN310,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN103,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN103,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN206,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CHIN250,CHIN,CHIN,0,0,0,0,1,0,0,0,0,0,0,1
CHIN347,CHIN,CHIN,0,0,0,0,0,0,0,0,0,0,0,0
CAMS100,CAMS,CAMS,1,0,0,0,0,0,0,1,0,0,1,0
CAMS111,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS111,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS177,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS210,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,1
CAMS240,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,0
CAMS270,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS273,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS278,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS295,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,1
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
ARTH240,CAMS,ARTH,0,0,0,0,1,0,0,0,1,0,1,0
ARTS140,CAMS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
RTS238,CAMS,RTS,0,1,0,0,0,0,0,0,0,0,0,0
ENGL362,CAMS,ENGL,0,0,0,0,1,0,0,0,1,0,0,0
FREN233,CAMS,FREN,0,0,0,0,1,0,0,0,0,0,0,1
FREN233,CAMS,FREN,0,0,0,0,1,0,0,0,0,0,0,1
POSC100,CAMS,POSC,1,0,0,0,0,0,0,1,0,0,0,0
POSC204,CAMS,POSC,0,0,0,0,0,0,1,0,0,1,1,0
CAMS110,CAMS,CAMS,0,0,0,0,1,0,0,0,1,0,0,0
CAMS111,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS111,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS170,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS177,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS214,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,1
CAMS246,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,1
CAMS269,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS280,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS286,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS290,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS296,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,1
CAMS330,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
CAMS400,CAMS,CAMS,0,0,0,0,0,0,0,0,0,0,0,0
ARTS141,CAMS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
LCST245,CAMS,LCST,0,0,0,0,1,0,0,0,1,0,0,1
MUSC115,CAMS,MUSC,0,0,0,0,1,0,0,0,1,0,0,0
RELG357,CAMS,RELG,0,0,0,0,0,0,1,0,1,0,0,1
SPAN328,CAMS,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
CAMS110,CAMS,CAMS,0,0,0,0,1,0,0,0,1,0,0,0
CAMS111,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS111,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS186,CAMS,CAMS,0,0,0,0,1,0,0,0,1,0,0,0
CAMS219,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,1
CAMS271,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS279,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
CAMS320,CAMS,CAMS,0,0,0,0,1,0,0,0,0,0,0,0
CAMS370,CAMS,CAMS,0,1,0,0,0,0,0,0,0,0,0,0
ARTH241,CAMS,ARTH,0,0,0,0,1,0,0,0,0,0,0,0
ARTS141,CAMS,ARTS,0,1,0,0,0,0,0,0,0,0,0,0
CHIN250,CAMS,CHIN,0,0,0,0,1,0,0,0,0,0,0,1
POSC214,CAMS,POSC,0,0,0,0,1,0,0,0,0,1,0,0
SOAN161,CAMS,SOAN,0,0,0,0,0,0,1,0,0,0,1,0
SPAN356,CAMS,SPAN,0,0,0,0,1,0,0,0,0,0,0,1
THEA320,CAMS,THEA,0,1,0,0,0,0,0,0,0,0,0,0
CLAS100,CLAS,CLAS,1,0,0,0,0,0,0,1,0,0,0,0
CLAS124,CLAS,CLAS,0,0,0,0,0,1,0,0,0,0,0,1
CLAS131,CLAS,CLAS,0,0,0,0,0,1,0,0,0,1,0,0
CLAS394,CLAS,CLAS,0,0,0,0,0,0,0,0,0,0,0,0
LAS116,CLAS,LAS,0,1,0,0,0,0,0,0,1,0,0,0
CLAS231,CLAS,CLAS,0,0,0,0,0,1,0,0,0,0,0,1
CLAS231F,CLAS,CLAS,0,0,0,0,0,0,0,0,0,0,0,0
CLAS267,CLAS,CLAS,0,0,0,0,0,0,1,0,0,0,0,1
CLAS400,CLAS,CLAS,0,0,0,0,0,0,0,0,0,0,0,0
HIST131,CLAS,HIST,0,0,0,0,0,1,0,0,1,0,0,1
CLAS223,CLAS,CLAS,0,0,0,0,0,1,0,0,1,1,0,0
CLAS227,CLAS,CLAS,0,0,0,0,0,1,0,0,1,0,0,1
CLAS227F,CLAS,CLAS,0,0,0,0,0,0,0,0,0,0,0,0
CLAS295,CLAS,CLAS,0,0,0,0,0,0,0,0,0,0,0,0
CGSC130,CGSC,CGSC,0,0,0,0,0,0,1,0,0,0,0,0
CGSC340,CGSC,CGSC,0,0,0,0,0,1,0,0,0,0,0,0
CGSC396,CGSC,CGSC,0,0,0,0,0,0,0,0,0,0,0,0
CGSC396,CGSC,CGSC,0,0,0,0,0,0,0,0,0,0,0,0
CGSC396,CGSC,CGSC,0,0,0,0,0,0,0,0,0,0,0,0
CGSC396,CGSC,CGSC,0,0,0,0,0,0,0,0,0,0,0,0
CGSC396,CGSC,CGSC,0,0,0,0,0,0,0,0,0,0,0,0
CGSC396,CGSC,CGSC,0,0,0,0,0,0,0,0,0,0,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
EDUC234,CGSC,EDUC,0,0,0,0,0,0,1,0,0,0,0,0
LING115,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
LING217,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
LING315,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
PHIL100,CGSC,PHIL,1,0,0,0,0,0,0,1,0,0,0,0
PHIL210,CGSC,PHIL,0,0,1,0,0,0,0,0,0,0,0,0
PSYC234,CGSC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC250,CGSC,PSYC,0,0,0,0,0,0,1,0,1,0,0,0
CGSC130,CGSC,CGSC,0,0,0,0,0,0,1,0,1,0,0,0
CGSC232,CGSC,CGSC,0,0,0,1,0,0,0,0,1,0,0,0
CGSC233,CGSC,CGSC,0,0,0,1,0,0,0,0,0,1,0,0
CGSC233,CGSC,CGSC,0,0,0,1,0,0,0,0,0,1,0,0
COGSC400,CGSC,COGSC,0,0,0,0,0,0,0,0,0,0,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS254,CGSC,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS321,CGSC,CS,0,0,1,0,0,0,0,0,0,0,0,0
ECON267,CGSC,ECON,0,0,0,0,0,0,1,0,0,1,0,0
LING115,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
LING115,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
LING216,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
LING275,CGSC,LING,0,0,0,1,0,0,0,0,0,0,0,0
LING317,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
PHIL112,CGSC,PHIL,0,0,0,0,0,1,0,0,1,0,0,0
PHIL210,CGSC,PHIL,0,0,1,0,0,0,0,0,0,0,0,0
PHIL212,CGSC,PHIL,0,0,0,0,0,1,0,0,1,0,0,0
PSYC216,CGSC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC232,CGSC,PSYC,0,0,0,1,0,0,0,0,1,0,0,0
PSYC233,CGSC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC233,CGSC,PSYC,0,0,0,1,0,0,0,0,0,1,0,0
BIOL386,CGSC,BIOL,0,0,0,0,0,0,0,0,0,1,0,0
COGSC400,CGSC,COGSC,0,0,0,0,0,0,0,0,0,0,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CGSC,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS254,CGSC,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS361,CGSC,CS,0,0,1,0,0,0,0,0,0,0,0,0
ECON265,CGSC,ECON,0,0,0,0,0,0,1,0,0,1,0,0
EDUC234,CGSC,EDUC,0,0,0,0,0,0,1,0,0,0,0,0
LING115,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
LING340,CGSC,LING,0,0,1,0,0,0,0,0,0,0,0,0
MUSC227,CGSC,MUSC,0,0,0,1,0,0,0,0,0,1,0,0
PSYC216,CGSC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC238,CGSC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC258,CGSC,PSYC,0,0,0,1,0,0,0,0,0,0,0,0
PSYC366,CGSC,PSYC,0,0,0,0,0,0,1,0,0,1,0,0
PSYC375,CGSC,PSYC,0,0,0,0,0,0,1,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS201,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS202,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS208,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS231,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS251,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS252,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS334,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS399,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS201,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS201,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS208,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS252,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS254,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS257,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS311,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS321,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS352,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS400,CS,CS,0,0,0,0,0,0,0,0,0,0,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS111,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS201,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS201,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS202,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS251,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS254,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS257,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CS314,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS324,CS,CS,0,0,1,0,0,0,0,0,0,1,0,0
CS361,CS,CS,0,0,1,0,0,0,0,0,0,0,0,0
CCST100,CCST,CCST,1,0,0,0,0,0,0,1,0,0,0,1
CCST100,CCST,CCST,1,0,0,0,0,0,0,1,0,0,0,1
CCST208,CCST,CCST,0,0,0,0,0,1,0,0,0,0,0,1
BIOL321,CCST,BIOL,0,0,0,0,0,0,0,0,1,1,0,0
IST259,CCST,IST,0,0,0,0,0,1,0,0,0,0,0,1
MUSC111,CCST,MUSC,0,0,0,0,1,0,0,0,0,0,0,1
POSC120,CCST,POSC,0,0,0,0,0,0,1,0,1,0,0,1
POSC268,CCST,POSC,0,0,0,0,0,0,1,0,1,1,0,1
POSC322,CCST,POSC,0,0,0,0,0,0,1,0,1,0,0,1
PSYC358,CCST,PSYC,0,0,0,0,0,0,1,0,0,0,0,1
RELG243,CCST,RELG,0,0,0,0,0,1,0,0,0,0,1,0
WGST200,CCST,WGST,0,0,0,0,0,0,1,0,0,0,0,1
CCST208,CCST,CCST,0,0,0,0,0,1,0,0,0,0,0,1
CCST270,CCST,CCST,0,1,0,0,0,0,0,0,1,0,0,0
CCST275,CCST,CCST,0,0,0,0,0,0,1,0,0,0,0,1
RTS275,CCST,RTS,0,0,0,0,0,0,1,0,0,0,0,1
